"","Duration..in.seconds.","Q291","MCQ_1","MCQ_2","MCQ_3","MCQ_4","MCQ_5","MCQ_6","MCQ_7","MCQ_8","MCQ_9","MCQ_10","MCQ_11","MCQ_12","MCQ_13","MCQ_14","MCQ_15","MCQ_16","MCQ_17","MCQ_18","MCQ_19","MCQ_20","MCQ_21","MCQ_22","MCQ_23","MCQ_24","MCQ_25","MCQ_26","MCQ_27","COVID_DoG_Questions.1_1","COVID_DoG_Questions.1_2","COVID_DoG_Questions.1_3","COVID_DoG_Questions.1_4","COVID_DoG_Questions.1_5","COVID_DoG_Questions.1_6","COVID_DoG_Questions.2_1","COVID_DoG_Questions.2_2","COVID_DoG_Questions.2_3","COVID_DoG_Questions.2_4","COVID_DoG_Questions.2_5","COVID_DoG_Questions.2_6","PandemicLengthExpect.1_1","PandemicLengthExpect.2_1","COVID_DoG_Questions.1","COVID_DoG_Questions.2","COVID_DoG_Questions.3","COVID_DoG_Questions.4","COVID_DoG_Questions.5","COVID_DoG_Questions.6","PandemicLengthExpect.1","SocialNorms_Family_1","SocialNorms_Family_2","SocialNorms_Family_3","SocialNorms_Friends_1","SocialNorms_Friends_2","SocialNorms_Friends_3","SocialNorms_Stranger_1","SocialNorms_Stranger_2","SocialNorms_Stranger_3","PerceivedRisk_1","PerceivedRisk_2","PerceivedRisk_3","PerceivedRisk_4","PerceivedRisk_5","PerceivedRisk_6","PerceivedValue_1","PerceivedValue_2","PerceivedValue_3","PerceivedValue_4","PerceivedValue_5","PerceivedValue_6","GCS_1","GCS_2","GCS_3","attentioncheck_1","GCS_4","GCS_5","GCS_6","IUS_1","IUS_2","IUS_3","IUS_4","IUS_5","IUS_6","IUS_7","IUS_8","IUS_9","IUS_10","IUS_11","IUS_12","MFQpart1_1","MFQpart1_2","MFQpart1_3","MFQpart1_4","MFQpart1_5","MFQpart1_6","MFQpart1_7","MFQpart1_8","MFQpart1_9","MFQpart1_10","MFQpart1_11","MFQpart1_12","MFQpart1_13","MFQpart1_14","MFQpart1_15","MFQpart1_16","MFQ_part2_1","MFQ_part2_2","MFQ_part2_3","MFQ_part2_4","MFQ_part2_5","MFQ_part2_6","MFQ_part2_7","MFQ_part2_8","MFQ_part2_9","MFQ_part2_10","MFQ_part2_11","MFQ_part2_12","MFQ_part2_13","MFQ_part2_14","MFQ_part2_15","MFQ_part2_16","Disgust_1","Disgust_2","Disgust_3","Disgust_4","Disgust_5","Disgust_6","Disgust_7","Disgust_8","Disgust_9","Disgust_10","Disgust_11","Disgust_12","Disgust_13","Disgust_14","Disgust_15","Disgust_16","Disgust_17","Disgust_18","Disgust_19","Disgust_20","Disgust_21","SDRS.5_Q1","SDRS.5_Q2","SDRS.5_Q3","SDRS.5_Q4","SDRS.5_Q5","Worries_1","Worries_2","Worries_3","Worries_4","Worries_5","Worries_6","Worries_7","Worries_8","Worries_9","Worries_10","Worries_11","Worries_12","Worries_13","Worries_14","Worries_15","Worries_16","Worries_17","Worries_18","Worries_19","Worries_20","Worries_21","Worries_22","Worries_23","Worries_24","Problems_1","Problems_2","Problems_3","Problems_4","Problems_5","Problems_6","CheckingBeh_1","CheckingBeh_2","CheckingBeh_3","CheckingBeh_4","CheckingBeh_5","CheckingBeh_6","Impacts_financial1","Impacts_financial2","Impacts_financial3","Impacts_resource1","Impacts_resource2","Impacts_resource3","Impacts_psychology1","Impacts_psychology2","Impacts_psychology3","PersonalDiagnoses_1","PersonalDiagnoses_2","PersonalDiagnoses_3","Proximity_1","attentioncheck_2","Proximity_2","News_1","News_2","Age","Gender","MaritalStatus","Ethnicity","Race","Nationality","Education","Occupation","Measure2_2","Measure2_3","Measure2_4","Measure5_1","Measure5_4","Measure5_5","Measure5_6","Measure5_7","Measure5_8","Measure5_9","Measure5_10","Measure5_11","Measure5_12","Measure5_13","Measure5_14"
"36",446,"1","1","1","1","1","2","1","2","2","1","2","2","1","1","2","1","1","1","2","2","1","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,1,1,1,1,1,1,"6","6","6","6","6","6","6","6","6","1","1","1","1","1","1","3","3","3","3","3","3","4","3","1","4","3","5","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","1","1","1","1","1","6","1","1","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","1","1","7","1","1","7","1","1","1","1","3","1","1","1","32","1","1","1","5","USA","5","software developer","1","5","1","0","100","100","100","0","100","100","100","100","50","100","50"
"37",668,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","7","7","6","4","4","4","3","3","3","4","2",730,730,730,210,210,180,730,"4","3","3","4","4","4","3","3","3","3","3","3","2","2","1","3","2","3","2","2","2","4","4","3","4","4","3","4","2","2","2","2","2","2","2","2","2","2","2","2","6","6","1","1","1","1","6","6","1","1","1","6","6","1","4","1","6","6","2","4","1","6","6","6","1","1","1","3","4","2","1","1","2","3","6","3","2","4","3","1","3","2","2","5","2","2","4","3","1","3","2","3","4","2","4","4","4","4","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","6","2","2","6","1","1","7","1","1","1","1","3","1","1","1","32","1","1","2","5","USA","5","tutor","3","1","1","100","29","15","1","60","0","0","0","22","20","0","0"
"38",662,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","1","2","2","1","2","1","2","1","2","1","2","2","3","1","2","7","5","4","4","1","4","3","3","3","10",730,1095,1,730,210,150,300,"6","6","7","2","1","6","3","2","5","2","3","1","3","2","1","1","1","3","1","2","2","3","3","3","4","2","5","2","4","5","3","5","4","2","4","4","4","3","4","3","5","3","2","2","5","1","4","5","2","1","4","6","3","2","6","1","5","5","3","4","4","6","6","4","2","3","4","5","5","3","3","2","2","1","4","6","1","4","4","1","6","6","5","6","6","3","5","6","6","4","4","4","3","4","4","4","2","4","4","3","3","3","3","4","4","3","3","3","3","4","1","1","1","1","3","3","3","3","4","3","3","3","3","1","3","2","3","2","3","3","2","1","1","1","4","1","5","5","5","3","6","6","2","1","1","1","1","3","1","6","2","47","2","3","2","5","united states","4","Lead canine handler","4","2","2","80","28","51","1","42","39","51","50","51","50","20","31"
"39",691,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","8","3","2","7","6","2","3","4","4","3","1","1","4","3",240,1095,730,210,6,2,1095,"1","5","1","3","6","1","1","6","2","3","3","3","1","2","1","3","1","2","3","3","3","4","5","1","4","2","6","3","4","5","3","5","5","3","2","2","5","4","2","1","6","5","4","6","5","1","6","6","4","2","2","6","6","6","5","6","6","6","6","6","1","4","6","6","5","3","2","4","6","2","6","4","2","4","5","6","1","6","2","1","6","4","4","3","4","6","6","2","6","4","5","6","6","2","4","1","1","4","3","4","2","2","2","1","3","1","1","1","4","1","2","1","1","1","1","4","3","3","4","1","1","3","1","1","4","2","1","1","3","1","2","4","1","1","1","1","7","5","5","3","6","5","1","1","1","1","7","3","7","3","1","42","1","2","2","5","USA","4","dietary aid","4","1","3","0","74","94","89","4","64","98","98","0","36","84","95"
"40",550,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","4","4","4","4","4","4","2",730,730,730,730,730,730,730,"1","1","1","1","1","1","1","1","1","3","3","3","3","2","2","2","1","1","2","1","1","6","6","4","4","6","3","6","4","4","5","5","4","3","4","4","4","3","4","3","6","6","5","6","5","1","5","5","5","4","5","6","4","3","6","4","5","6","4","4","4","6","5","5","4","4","5","6","6","1","4","4","5","3","6","5","1","3","4","1","5","3","2","5","4","1","6","4","4","5","5","4","4","1","5","5","5","1","5","4","5","6","5","4","2","2","2","2","3","1","1","3","3","2","2","3","5","5","5","5","5","4","1","1","1","1","1","1","3","2","1","1","1","3","1","1","7","5","5","1","1","1","7","1","1","1","1","3","1","3","2","40","1","1","1","5","american","5","it support engineer","4","2","3","39","50","72","76","69","35","82","77","76","75","85","72"
"41",785,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","2","6","8","4","6","4","4","3","3","2","3","4","3",730,730,180,240,28,180,1095,"2","1","1","3","3","3","4","4","3","3","3","3","2","2","1","3","2","1","2","2","2","3","4","3","4","4","5","3","3","3","3","4","2","2","1","2","3","1","3","2","5","6","2","4","5","1","5","5","3","2","3","5","6","2","6","6","6","6","1","6","5","6","2","5","4","5","4","6","4","4","5","5","3","5","4","4","5","2","5","6","3","3","3","2","4","6","5","3","6","5","2","6","2","1","5","5","5","1","4","3","3","2","3","2","2","2","1","1","3","1","1","1","1","1","1","1","4","5","3","2","3","1","1","2","3","2","1","1","4","2","3","1","3","4","2","1","7","1","1","7","1","1","7","1","1","1","4","3","4","3","3","36","2","2","1","5","American","4","Teacher","2","3","1","0","9","82","100","73","0","100","92","51","74","100","50"
"42",775,"1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","2","1","2","7","3","7","3","7","7","3","3","3","3","3","3","4","2",210,90,210,90,210,210,730,"1","1","1","1","1","1","1","1","1","3","2","2","2","1","1","1","3","2","3","3","3","2","2","2","4","4","2","2","2","2","2","3","4","2","2","3","1","2","4","1","5","6","4","2","5","1","6","4","4","1","4","5","6","4","5","5","6","6","2","4","4","6","5","2","5","5","4","2","4","5","6","5","3","3","3","6","1","3","5","2","3","6","1","5","6","3","5","2","3","6","5","1","4","4","4","2","4","1","2","1","2","2","2","1","1","1","2","2","1","1","4","3","2","2","2","3","2","2","5","1","1","1","1","1","2","1","1","2","3","2","1","3","1","2","1","1","7","3","3","2","1","1","1","1","1","1","1","3","1","5","5","50","1","1","2","5","American","4","Group Lead","4","1","1","90","61","92","100","100","29","82","81","61","89","100","59"
"43",445,"1","1","2","2","2","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","1","2","1","2","1","2","1","2","4","4","4","3","13","2","4","4","4","4","3","4","4","4",1460,1460,1460,1095,390,730,1460,"2","2","2","2","2","2","4","4","4","3","3","3","3","2","2","1","1","1","1","2","2","1","1","1","4","1","6","1","4","4","4","3","4","3","4","2","4","3","2","2","6","6","2","3","4","1","6","6","2","4","4","6","6","3","4","1","6","6","2","4","5","6","6","6","4","5","5","2","5","1","4","5","1","1","4","1","1","5","1","1","3","2","4","4","1","1","5","1","2","5","1","4","6","4","1","1","1","3","4","5","4","4","5","5","3","1","1","1","3","1","1","1","1","1","1","1","4","3","4","1","1","1","1","1","1","1","1","1","2","2","1","3","1","3","6","7","1","5","5","1","6","6","1","1","3","5","1","3","1","4","1","48","1","1","2","5","American","3","crowdsourcer","5","1","1","72","54","44","18","54","26","56","33","48","30","47","29"
"44",796,"1","2","2","2","2","2","2","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","7","2","7","1","4","4","3","4","3","1","4","3",730,730,210,730,210,1,1095,"2","2","3","2","2","3","6","6","6","3","3","2","2","2","1","1","1","2","3","3","3","3","3","2","4","3","4","2","2","4","1","4","2","1","1","4","2","1","3","1","4","5","2","2","2","1","4","4","2","2","3","6","6","3","3","1","4","5","1","3","3","6","6","4","2","2","3","2","4","2","2","1","1","1","4","4","1","2","1","1","4","3","4","3","2","1","4","2","5","4","3","1","2","2","2","2","2","2","3","3","4","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","2","2","1","2","1","2","1","1","1","3","1","2","1","1","1","1","1","7","3","2","6","2","2","3","1","1","1","1","3","1","5","1","31","2","1","2","5","American","5","Finance","5","1","1","100","70","40","5","80","91","20","20","60","70","20","0"
"45",757,"1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","1","1","1","1","1","4","1","1","1","1","4","2",1,730,1,1,1,1,730,"5","3","4","4","4","4","3","3","3","3","2","2","1","1","1","3","1","2","3","3","3","3","2","2","4","3","4","2","3","3","2","3","2","1","2","2","3","1","3","2","5","5","1","3","2","1","4","5","3","2","2","6","5","3","2","6","4","4","3","4","2","6","5","5","2","4","2","4","4","4","3","5","1","5","6","1","1","2","1","3","4","1","4","2","1","3","4","1","6","6","1","6","5","2","5","3","2","2","2","2","2","2","3","3","2","1","2","1","3","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","5","3","2","2","3","3","1","1","1","2","2","3","1","1","1","31","2","1","2","5","USA","6","Education","2","1","1","6","29","27","99","65","39","99","67","94","74","100","44"
"46",650,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","2","2","2","2","2","7","4","4","4","4","4","3","4","2",730,730,730,730,730,210,730,"4","2","2","2","2","2","1","1","1","3","3","3","2","2","1","3","2","2","2","2","3","4","4","3","4","4","3","4","4","5","1","4","2","1","1","5","4","1","3","5","6","6","4","3","5","1","6","6","4","3","5","6","6","3","5","5","6","6","1","4","5","6","6","2","4","3","5","2","5","4","3","4","3","1","6","3","2","3","2","1","3","3","1","3","3","1","3","2","1","3","2","2","4","2","4","4","2","2","3","3","3","4","4","3","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","2","1","1","1","2","1","1","1","2","1","2","3","2","2","7","7","1","1","1","7","4","6","1","1","1","1","7","3","7","1","1","29","1","1","2","5","USA","5","Marketing Coordinator","5","1","1","73","57","50","29","79","19","31","7","60","57","52","25"
"47",676,"1","1","2","1","2","1","1","2","2","1","1","2","1","1","2","2","2","1","1","2","1","2","1","2","1","2","1","2","7","2","7","8","7","6","3","4","3","3","2","2","4","6",210,730,210,240,49,42,2190,"1","1","3","1","1","5","4","4","4","2","3","1","2","1","1","2","1","3","3","3","3","2","3","2","4","3","6","3","1","2","1","2","4","1","1","1","1","1","2","2","6","6","2","3","6","1","6","6","4","1","1","6","6","4","4","6","5","6","6","5","4","6","6","5","4","4","6","3","1","2","4","3","5","5","6","6","2","4","6","4","4","6","5","3","4","4","6","6","6","5","6","6","2","4","1","5","5","2","1","1","2","2","2","2","1","1","1","1","1","1","2","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","2","1","1","7","1","1","6","1","1","1","4","3","4","3","2","50","2","2","2","5","US AMERICAN","6","ELECTRICIAN","1","5","1","50","50","100","100","52","100","100","93","68","66","100","99"
"48",715,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","13","9","7","11","11","7","3","3","3","3","3","3","3","13",390,270,210,330,330,210,390,"1","1","2","1","1","2","3","3","3","3","2","2","3","3","2","3","3","3","3","3","3","3","3","3","4","3","4","3","3","3","3","5","3","2","3","4","4","3","4","4","6","6","1","1","1","1","5","6","3","1","3","6","6","2","6","1","6","6","3","3","2","5","6","6","3","2","1","6","3","4","4","1","3","1","3","6","1","4","4","1","4","6","3","4","6","1","4","5","1","4","6","1","5","2","4","4","3","1","3","4","3","3","3","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","3","1","1","7","1","1","1","3","3","1","1","1","1","7","3","7","4","3","38","1","2","2","5","USA","5","accountant","5","1","1","100","50","50","10","100","1","50","50","51","10","50","30"
"49",794,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","2","7","9","7","3","4","2","3","3","3","3","2","3","3","7",210,270,210,90,28,60,210,"1","1","1","1","1","1","2","1","2","3","3","2","1","1","1","1","2","1","3","3","3","4","4","3","4","4","5","3","2","4","1","4","2","1","1","3","3","1","4","3","5","5","3","3","4","1","6","5","4","2","4","6","6","3","4","1","6","5","3","2","4","6","6","5","5","2","4","6","5","3","4","3","3","2","5","4","2","3","4","2","5","4","2","5","4","2","5","3","2","4","4","5","5","2","2","5","4","2","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2","2","1","3","2","2","2","1","1","1","2","1","3","1","2","1","2","1","3","3","2","4","1","1","7","1","1","7","1","1","7","1","1","1","1","3","1","5","5","49","1","2","2","5","American","5","Mechanical Engineer","2","4","1","40","70","70","10","30","75","50","45","90","80","80","60"
"50",656,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","10","2","7","7","4","4","3","4","3","3","3","3","10",730,300,730,210,210,120,300,"1","1","1","1","1","1","1","1","1","3","3","3","2","2","1","3","2","2","3","3","3","6","4","1","4","3","3","4","2","4","3","5","5","3","3","1","1","3","3","1","6","6","1","3","1","1","5","6","3","2","2","5","5","2","5","1","6","6","1","5","4","6","6","5","2","1","2","1","2","3","1","1","2","1","5","4","1","3","4","1","4","5","1","4","5","1","4","5","1","2","4","2","5","2","1","1","1","1","3","3","5","3","5","3","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","2","2","2","3","2","3","2","2","3","2","2","1","1","1","1","1","1","7","2","2","6","2","3","2","1","1","1","1","3","1","1","1","48","1","2","2","5","American","5","Futures Trader","5","1","1","100","50","2","0","51","5","51","11","60","9","50","0"
"51",644,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","2","2","2","3","2","2","2","2","1","2","1","1","3","7",14,14,2,21,2,2,210,"3","4","5","4","4","4","3","3","4","2","2","1","1","1","1","3","2","2","2","2","2","3","3","2","4","3","3","3","2","2","1","2","2","1","1","2","1","1","3","1","6","5","2","6","1","1","6","4","2","2","2","6","6","3","3","1","6","6","2","6","1","6","4","5","3","4","1","5","3","3","3","1","2","2","5","4","1","3","2","1","5","5","2","2","4","1","6","3","1","6","5","1","6","3","5","2","2","2","2","2","2","2","2","2","3","2","3","2","4","1","1","1","1","1","1","1","2","2","3","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","5","1","1","5","5","1","6","6","1","1","1","1","1","3","1","2","1","51","1","3","2","5","American","5","administrator","3","3","1","100","68","100","9","15","14","50","50","90","90","50","10"
"52",825,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","2","3","2","2","2","2","4","4","4","4","4","4","4","3",730,1095,730,730,730,730,1095,"1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","1","1","1","1","2","6","6","3","4","6","2","5","2","3","1","4","1","1","1","4","3","1","3","3","6","6","2","4","3","1","6","6","3","2","3","6","6","4","5","1","5","6","2","6","4","6","2","6","2","1","3","1","1","4","6","1","1","1","5","1","1","3","1","1","1","1","5","5","1","1","5","1","5","5","1","1","1","5","1","2","2","5","4","4","4","4","4","4","1","1","1","1","2","1","1","1","1","1","1","1","4","3","4","2","2","2","1","1","3","1","1","1","2","1","1","1","1","1","6","6","1","5","5","1","1","1","6","1","1","1","1","3","1","4","1","60","2","2","2","5","american","4","preschool teacher","4","1","1","75","25","76","1","81","55","51","50","60","75","90","66"
"53",752,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","11","7","3","3","5","6","3","3","3","2","2","1","3","13",330,210,90,21,35,6,390,"2","1","2","2","2","2","2","2","2","2","3","2","1","1","1","2","1","2","3","3","3","4","5","4","4","4","5","4","3","1","3","3","2","1","1","2","1","1","3","1","5","6","5","4","2","1","6","5","4","3","1","4","6","4","5","6","6","6","5","5","2","6","4","6","5","5","5","3","2","3","4","5","2","2","2","5","1","1","4","2","2","5","2","1","6","3","2","4","3","1","5","1","2","2","4","5","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2","3","2","1","1","1","1","1","1","1","1","2","1","3","1","3","2","2","3","6","2","2","6","2","2","2","1","1","1","1","3","1","4","2","66","2","2","3","5","usa","6","care giver","1","4","2","2","90","91","99","76","87","99","99","98","70","98","90"
"54",621,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","4","5",1,1,1,1,1,1,1825,"7","4","7","4","4","4","3","2","4","1","2","1","1","1","1","3","1","1","2","2","2","1","1","1","4","1","6","1","3","4","2","3","3","1","1","2","2","1","3","2","4","3","5","3","3","1","5","5","6","4","2","5","6","6","6","6","5","6","6","4","2","6","5","6","4","5","5","1","1","1","4","4","4","5","5","6","1","4","5","1","3","6","1","4","6","2","4","4","4","5","5","6","5","3","2","3","2","4","1","1","1","1","1","1","2","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","2","2","6","5","4","3","1","1","1","1","3","1","1","1","36","1","2","2","5","USA","5","chemist","1","5","5","0","100","87","100","0","100","100","100","100","60","100","100"
"55",659,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","2","6","3","3","3","2","4","4","4","4","4","4","4","3",730,2190,1095,1095,1095,730,1095,"4","4","4","3","2","3","4","4","4","3","3","2","3","3","2","2","1","3","1","1","2","1","1","1","4","1","5","1","1","2","1","4","5","1","1","3","2","1","1","1","5","5","1","2","1","1","5","5","3","1","1","6","6","3","4","1","6","6","1","2","1","5","4","4","2","1","1","5","6","2","1","1","3","6","3","4","1","3","4","6","2","5","6","1","5","1","2","3","6","1","5","6","2","4","5","5","5","5","2","1","5","2","5","1","1","1","1","1","1","1","1","1","1","1","4","5","5","2","3","2","2","1","1","1","2","1","1","1","2","1","1","2","1","1","7","7","1","2","2","6","1","1","7","1","1","1","1","3","1","1","1","57","2","3","2","5","USA","5","clerk","5","1","1","92","0","0","0","95","0","0","0","6","0","0","0"
"56",502,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","2","2","1","1","2","1","2","1","2","1","2","1","2","4","7","6","4","2","1","3","3","2","3","3","1","4","2",120,210,42,120,60,1,730,"2","2","4","3","3","4","4","4","4","2","3","2","1","1","1","3","2","2","3","2","1","3","4","1","4","1","6","1","2","4","2","4","5","1","2","4","2","4","5","2","5","5","2","3","4","1","4","4","3","3","5","4","3","2","4","4","5","2","1","4","4","6","6","4","5","6","6","2","3","5","6","6","1","3","4","3","3","5","1","3","3","4","5","6","4","5","5","4","2","5","2","5","6","3","1","1","1","4","3","2","2","1","2","3","1","1","2","1","2","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","2","1","2","1","1","1","5","7","1","2","3","6","1","2","2","1","1","1","1","3","1","3","1","23","1","1","2","5","american","5","unemployed","3","3","1","6","72","63","93","29","22","99","100","67","53","99","88"
"57",768,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","2","2","2","2","7","7","4","4","4","4","3","3","4","2",730,730,730,730,210,210,730,"3","3","4","3","3","3","1","1","1","3","3","2","3","3","1","3","3","3","3","3","3","3","2","2","4","4","5","3","5","5","4","4","3","2","2","3","4","3","4","4","6","6","4","6","6","3","5","6","6","4","6","6","6","6","5","4","5","4","5","4","6","6","6","4","5","3","4","6","5","5","4","5","3","6","6","6","3","5","5","1","6","6","4","6","3","1","6","3","6","6","6","1","6","2","4","5","3","3","5","2","5","6","5","5","3","8","5","5","5","5","1","5","5","1","1","3","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","1","1","5","6","5","4","7","7","1","1","1","2","1","3","1","5","6","26","2","1","2","5","american","5","event planner","5","1","5","97","50","60","51","97","1","50","50","2","55","49","21"
"58",829,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2","6","10","3","7","5","4","3","3","3","3","3","3","3","11",180,300,90,210,150,120,330,"1","1","1","1","1","1","2","2","2","3","3","2","2","2","1","3","1","2","3","3","3","6","5","2","4","4","5","3","2","2","1","4","1","1","1","4","2","1","5","1","6","6","3","3","3","1","6","6","5","1","4","6","6","4","6","1","6","6","3","4","5","6","6","6","2","1","5","5","6","5","5","1","4","3","4","5","1","6","4","1","5","5","5","5","6","1","5","5","5","4","5","2","6","4","2","2","2","4","3","4","4","4","4","2","1","1","1","1","3","1","1","1","1","1","1","3","3","2","4","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","7","1","1","7","1","1","6","1","1","1","1","3","1","2","1","56","2","2","2","5","US","6","digital product manager","4","1","1","90","30","94","20","88","0","50","20","100","70","100","54"
"59",535,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","7","2","5","2","3","3","3","4","2","4","3","2","3","4",210,730,35,730,90,21,120,"2","2","4","2","2","4","3","3","3","3","3","1","2","1","1","2","2","2","1","2","3","3","3","2","4","3","4","3","4","4","3","3","4","2","2","4","3","2","4","3","4","5","2","2","2","1","4","6","3","2","2","4","6","2","3","1","4","5","3","4","4","6","3","5","3","3","4","3","3","3","4","1","1","3","4","3","2","3","2","1","2","3","2","2","2","1","3","3","4","4","3","2","3","2","1","3","1","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","2","2","3","1","1","1","1","1","2","1","2","1","4","1","2","1","1","1","3","3","5","4","3","5","6","6","2","1","1","1","1","3","1","2","4","30","1","1","2","2","American","5","Developer","5","1","2","61","52","47","14","52","47","22","21","51","50","50","32"
